"Nombre","Pistas","Dirección","Teléfono","Correo","Página Web","Plataforma de Reserva"
"Pádel Sedavi","","Av. Azagador de la Torre, 13, 46026, Valencia","+34645887353","info@padelsedavi.com","https://padelizados.es/es-es/i/299-padel-sedavi/","N/A"
"Club Valenciano de Natación","","Camino Viejo de Carpesa a Moncada, sn, 46025, Valencia","+34961850360","escuelas.vacacionales@ucv.es","https://padelizados.es/es-es/i/141-club-valenciano-de-natacion/","N/A"
"Orven Sport Palas de pádel","","Passeig Penyal d'Ifach, 46980, Valencia","+34664136864","contacto@gmail.com","https://padelizados.es/es-es/i/511-orven-sport-palas-de-padel/","N/A"
"Ligas Pádel Valencia","","Carrer del Baró de Patraix, 17, 12 12, 46018, Valencia","+34965028221","ligaspadelvalencia@gmail.com","https://padelizados.es/es-es/i/1067-ligas-padel-valencia/","N/A"
"Zaratán Padel Indoor","","Av. de Gijón, km 195, 47610, Valladolid","+34693068405","info@zaratanpadelindoor.com","https://padelizados.es/es-es/i/543-zaratan-padel-indoor/","N/A"
"Pádel Las Norias","","Parque de las Norias de Sta. Victoria, 47008, Valladolid","+34648236803","lasnorias@padelcyl.es","https://padelizados.es/es-es/i/1216-padel-las-norias/","N/A"
"PadelMagic","","C. Plomo, 5, nave 6, 47012, Valladolid","+34615520003","info@padelmagic.es","https://padelizados.es/es-es/i/1549-padelmagic/","N/A"
"Padeld10z","","C. Industrias, 7, 47195, Arroyo de la Encomienda","+34983070970","webmaster@padeld10z.com","https://padelizados.es/es-es/i/235-padeld10z/","N/A"
"Gustavo Pratto Academy","","Gta. la Flecha, 47195, Arroyo de la Encomienda","+34682536398","academy@gustavopratto.com","https://padelizados.es/es-es/i/1496-gustavo-pratto-academy/","N/A"
"Xperience Sport Club","","Av. de Aranzana, 49, 47195, Arroyo de la Encomienda","+34983488406","arroyoxperience@gmail.com","https://padelizados.es/es-es/i/1141-xperience-sport-club/","N/A"
"Pádel Pista Norte - Iparraldeko Padel Jolaslekua","","Alto de Armentia Kalea, 24, 01007, Vitoria / Gasteiz","+34945357131","info@padelpistanorte.com","https://padelizados.es/es-es/i/276-padel-pista-norte-iparraldeko-padel-jolaslekua/","N/A"
"Bakh","","La Biosfera Ibilbidea, 2, 01013, Vitoria / Gasteiz","+34945202831","info@bakh.es","https://padelizados.es/es-es/i/1145-bakh/","N/A"
"MPC Miranda Pádel Club","","Pol. Ind. Bayas, 17, 09218, Miranda de Ebro","+34682301951","info@asesoriaguiza.com","https://padelizados.es/es-es/i/754-mpc-miranda-padel-club/","N/A"
"Club Pádel Zaragoza","","C. de San Juan Bautista de la Salle, 1, 50012, Zaragoza","+34876776622","oficina@arapadel.com","https://padelizados.es/es-es/i/98-club-padel-zaragoza/","N/A"
"Padel Indoor Square","","Av. de la Diag., 3, Nave c, 50197, Zaragoza","+34876768478","info@padelplaza.es","https://padelizados.es/es-es/i/96-padel-indoor-square/","N/A"
"Regal Club Padel Zaragoza","","CC Alcampo Los Enlaces, N-II, KM 315, 2, Local 31, 50012, Zaragoza","+34976300003","rrhh@regalpadelclub.com","https://padelizados.es/es-es/i/113-regal-club-padel-zaragoza/","N/A"
"Urban Sport","","SPORT HUB, C. de Augusto Bebel, 16, 50015, Zaragoza","+34638289240","info@usport.es","https://padelizados.es/es-es/i/785-urban-sport/","N/A"
"Helios Swimming Center","","Av. de José Atarés, 1, 50018, Zaragoza","+34976520255","socios@cnhelios.com","https://padelizados.es/es-es/i/65-helios-swimming-center/","N/A"
"Padel Indoor Aragón","","Cam. la Raya, s/n, 50002, Zaragoza","+34685653762","info@padelindooraragon.com","https://padelizados.es/es-es/i/238-padel-indoor-aragon/","N/A"
"Piscinas Balsas Ebro Viejo","","C. del Teniente Ortiz de Zárate, 10, 50015, Zaragoza","+34976511730","crevpiscinas@gmail.com","https://padelizados.es/es-es/i/1175-piscinas-balsas-ebro-viejo/","N/A"
"White Gym","","Cam. Almotilla, 1, 50012, Zaragoza","+34976557371","info@whitegym.es","https://padelizados.es/es-es/i/1263-white-gym/","N/A"
"Entrenador Personal y Dietista - Roberto Simón","","Rda. del Ibón de Plan, 24, 50011, Zaragoza","+34686326597","soko00gs@gmail.com","https://padelizados.es/es-es/i/1424-entrenador-personal-y-dietista-roberto-simon/","N/A"
