"Nombre","Pistas","Dirección","Teléfono","Correo","Página Web","Plataforma de Reserva"
"Pitch & Putt Lleida i Padel Lleida","","Camí dels Fondos, 80, 25131, Torre-serona","+34666002433","","https://padelizados.es/es-es/i/1396-pitch-putt-lleida-i-padel-lleida/","N/A"
"Pàdel Alcarràs","","Carrer Partida les Sorts, 204, 25180, Alcarràs","+34696425693","clubpadelalcarras@gmail.com","https://padelizados.es/es-es/i/546-padel-alcarras/","N/A"
"ODYSSEY PADEL INDOOR","","Pol. Ind. Fondo de Litera, C. Encaixonadores, 18, 22520, Fraga","+34671935865","","https://padelizados.es/es-es/i/915-odyssey-padel-indoor/","N/A"
"Pàdel Arbeca","","Carrer del Pou, 27, 25140, Arbeca","+34638608316","","https://padelizados.es/es-es/i/723-padel-arbeca/","N/A"
"Dakirol - Castellnou de Seana","","Carrer Utxafava, 25265, Castellnou de Seana","+34660990389","","https://padelizados.es/es-es/i/1614-dakirol-castellnou-de-seana/","N/A"
"B.A.P.","","C. Mariano de Pano, 118, 120, 22500, Binéfar","+34648862287","","https://padelizados.es/es-es/i/1098-b-a-p/","N/A"
"Pista de Pádel Pública Municipal de Mequinenza.","","50170, Mequinenza","+34974464721","info@museosdemequinenza.com","https://padelizados.es/es-es/i/1548-pista-de-padel-publica-municipal-de-mequinenza/","N/A"
"Camping Prades Park","","Cra t- km 6850, T-701, K 6, 85 Entrada, 43364, Prades","+34977868270","","https://padelizados.es/es-es/i/566-camping-prades-park/","N/A"
"Alos pádel indoor","","Polígono Industrial Cantabria, C. Majuelo, 4, 26009, Logroño","+34941265060","","https://padelizados.es/es-es/i/449-alos-padel-indoor/","N/A"
"Padel La Ribera","","P.º del Prior, 6, 26004, Logroño","+34646593407","","https://padelizados.es/es-es/i/512-padel-la-ribera/","N/A"
"Centro Deportivo Sociocultural Militar 'Hípica de Logroño'","","Av. de la Playa, 4, 26009, Logroño","+34941234212","","https://padelizados.es/es-es/i/1248-centro-deportivo-sociocultural-militar-hipica-de-logrono/","N/A"
"Vinca Jardineria y Viveros","","Polígono Cantabria II, Pabellon, C. Las Cañas, 9, 26009, Logroño","+34941265158","info@mass-security.es","https://padelizados.es/es-es/i/1536-vinca-jardineria-y-viveros/","N/A"
"Padel & Gym","","NA-134, 31230, Viana","+34619059717","","https://padelizados.es/es-es/i/766-padel-gym/","N/A"
"Hotel Auditorio Santiago & Spa","","Urbanización Bela Vista, Carretera N-540, km. 3.200, 27004, Lugo","+34982010101","hotelsantiago@hotelsantiago-sl.es","https://padelizados.es/es-es/i/600-hotel-auditorio-santiago-spa/","N/A"
"Padelprix Lugo","","R. Barbeito María, 6, 3, 27003, Lugo","+34676032759","lugo@padelprix.com","https://padelizados.es/es-es/i/353-padelprix-lugo/","N/A"
"AC PADEL LUGO","","Rúa dos Carros, 59, 27297, Lugo","+34673801000","","https://padelizados.es/es-es/i/809-ac-padel-lugo/","N/A"
"Terra Padel","","Rúa da Terra, 96, 27003, Lugo","+34604016023","","https://padelizados.es/es-es/i/744-terra-padel/","N/A"
"Pádel Lugo","","Polígono Industrial de O Ceao, Rúa da Factoría, 8, 27003, Lugo","+34687917609","","https://padelizados.es/es-es/i/639-padel-lugo/","N/A"
"D10","","Lugar de Mosteiro, 27150, Outeiro de Rei","+34982986035","","https://padelizados.es/es-es/i/143-d10/","N/A"
"Club Pádel Sarria","","poligono morelle, 26, 27600, Sarria","+34655062442","","https://padelizados.es/es-es/i/790-club-padel-sarria/","N/A"
"PadelSpirit Club - Madrid","","Vicálvaro, C. Pirotecnia, 59, 28052, Madrid","+34617217171","info@padelspiritclub.es","https://padelizados.es/es-es/i/59-padelspirit-club-madrid/","N/A"
"Padel Club Usera","","C. del Corindón, 3, 28041, Madrid","+34618805531","padelusera@gmail.com","https://padelizados.es/es-es/i/69-padel-club-usera/","N/A"
"Gimnasio Wellsportclub","","Av. del Dr. Federico Rubio y Galí, 59, 28040, Madrid","","wellsportclub@wellsportclub.com","https://padelizados.es/es-es/i/627-gimnasio-wellsportclub/","N/A"
"indoor paddle planet","","Av. del Sol, 3, 28850, Madrid","+34691711848","","https://padelizados.es/es-es/i/89-indoor-paddle-planet/","N/A"
"Madrid Central Padel","","Calle Boyer, 28, C. de Boyer, 20, 28052, Madrid","+34608884708","recepcion@madridcentralpadel.com","https://padelizados.es/es-es/i/70-madrid-central-padel/","N/A"
"Indie Padel Club","","Av. de la Democracia, 11, 28031, Madrid","+34683293467","info@indiepadelclub.es","https://padelizados.es/es-es/i/57-indie-padel-club/","N/A"
"MOMO by Making Padel","","Azotea Parque Comercial Las Rejas, C. de Navaridas, 9, 28022, Madrid","+34670596725","makingpadel@momosportsclub.com","https://padelizados.es/es-es/i/104-momo-by-making-padel/","N/A"
"Arena Rio Padel","","C. de la Verdad, 20, 28019, Madrid","+34611043923","info@rioarenapadel.com","https://padelizados.es/es-es/i/125-arena-rio-padel/","N/A"
"Vim Padel Indoor","","C. de Agosto, 3, 28022, Madrid","+34918602199","","https://padelizados.es/es-es/i/750-vim-padel-indoor/","N/A"
"Centro deportivo SMP","","C. del Dr. Esquerdo, 64, 66, 28007, Madrid","+34914009737","infodpo@forlopd.es","https://padelizados.es/es-es/i/899-centro-deportivo-smp/","N/A"
"Enjoy! Carabanchel","","C. de Reus, 11, 28044, Madrid","+34915041194","","https://padelizados.es/es-es/i/987-enjoy-carabanchel/","N/A"
"Padel and Tennis Club Fuencarral","","C. del Monasterio de Las Huelgas, 15, 28049, Madrid","+34617481362","info@clubfuencarral.com","https://padelizados.es/es-es/i/109-padel-and-tennis-club-fuencarral/","N/A"
"Club de Campo Villa de Madrid","","Ctra. Castilla, km 2, 28040, Madrid","+34915502010","abonados@ccvm.es","https://padelizados.es/es-es/i/84-club-de-campo-villa-de-madrid/","N/A"
"Pistas de pádel Marqués de Monistrol - Río San Pol","","C. de la Ribera del Manzanares, 1, Bis, 28008, Madrid","+34915413716","","https://padelizados.es/es-es/i/1174-pistas-de-padel-marques-de-monistrol-rio-san-pol/","N/A"
"Ciudad De La Raqueta","","C. del Monasterio de El Paular, 2, 28049, Madrid","+34917297922","entradas@ciudadraqueta.com","https://padelizados.es/es-es/i/54-ciudad-de-la-raqueta/","N/A"
"Club y Escuela de Padel IberiaMart Madrid","","Av. de Brasil, 5, 28020, Madrid","+34915565965","padel@iberiamart.es","https://padelizados.es/es-es/i/380-club-y-escuela-de-padel-iberiamart-madrid/","N/A"
"Club Deportivo Somontes","","Carr Madrid-El Pardo, Km. 3, 400, 28048, Madrid","+34913163434","hola@cdsomontes.com","https://padelizados.es/es-es/i/569-club-deportivo-somontes/","N/A"
"Euroindoor Alcorcón","","C. los Pintores, 7, 28923, Madrid","+34625688323","","https://padelizados.es/es-es/i/598-euroindoor-alcorcon/","N/A"
"FactoryFit Fitness & Padel Club","","C. de Santa Leonor, 52, 28037, Madrid","+34913040291","info@factoryfit.es","https://padelizados.es/es-es/i/1211-factoryfit-fitness-padel-club/","N/A"
"La Masó Sports Club","","C. de La Masó, 34, 28035, Madrid","+34913407196","xxx@xxxxxxxxxxxxxx.es","https://padelizados.es/es-es/i/61-la-maso-sports-club/","N/A"
"Padel Kas","","Calle de Luis I, 56-58, 28031, Madrid","+34626718628","","https://padelizados.es/es-es/i/313-padel-kas/","N/A"
"Padel La Unión","","C. Diego Olivera Victorio, 5, 28031, Madrid","+34659265574","udmelidaolimpia@gmail.com","https://padelizados.es/es-es/i/287-padel-la-union/","N/A"
"Bnfit Padel","","C. del Padre Damián, 26, 28036, Madrid","+34637876198","","https://padelizados.es/es-es/i/360-bnfit-padel/","N/A"
"Paidesport Center La Ermita","","C. de Sepúlveda, 3, 28011, Madrid","+34914700000","","https://padelizados.es/es-es/i/780-paidesport-center-la-ermita/","N/A"
"Padel Madrid Las Tablas","","Av. del Camino de Santiago, 25, 28050, Madrid","+34915456972","somos@lastablassports.club","https://padelizados.es/es-es/i/63-padel-madrid-las-tablas/","N/A"
"Club de Tenis Chamartin","","C/ de Federico Salmón, 4, 28016, Madrid","+34913452500","info@ctchamartin.es","https://padelizados.es/es-es/i/501-club-de-tenis-chamartin/","N/A"
"Cityo - Hortaleza","","C. Vía de los Poblados, 11, 28033, Madrid","+34900645695","ciudadanos@agpd.es","https://padelizados.es/es-es/i/1364-cityo-hortaleza/","N/A"
"Santo Pádel Madrid","","C. los Cavilas, 4, 28052, Madrid","+34609009033","","https://padelizados.es/es-es/i/623-santo-padel-madrid/","N/A"
"Basic Sport Center Las Cruces","","Av. de los Poblados, 72, 28044, Madrid","+34915888600","","https://padelizados.es/es-es/i/728-basic-sport-center-las-cruces/","N/A"
"Tres Olivos","","C. Bella Altisidora, 10, 28034, Madrid","","club3olivos@hotmail.com","https://padelizados.es/es-es/i/459-tres-olivos/","N/A"
"Centro Deportivo Alcalá 525","","Calle Alcalá 525, entrada por calle Iquitos, 28027, Madrid","+34913205028","","https://padelizados.es/es-es/i/493-centro-deportivo-alcala-525/","N/A"
"Club Alameda","","P.º de la Alameda de Osuna, 52, 28042, Madrid","+34917410694","","https://padelizados.es/es-es/i/645-club-alameda/","N/A"
"Centro Deportivo Puente de Praga","","Av del Manzanares, s/n, 28019, Madrid","+34639266737","","https://padelizados.es/es-es/i/488-centro-deportivo-puente-de-praga/","N/A"
"Forus Caja Mágica","","Cmo. de Perales, s/n, 28041, Madrid","+34917127997","infocajamagica@forus.es","https://padelizados.es/es-es/i/611-forus-caja-magica/","N/A"
"Reserva Tu Padel","","28045, Madrid","+34669015702","info@reservatupadel.es","https://padelizados.es/es-es/i/1196-reserva-tu-padel/","N/A"
"Franco monitor pádel","","C. de la Sierra de Atapuerca, 50, 28050, Madrid","+34634805131","","https://padelizados.es/es-es/i/806-franco-monitor-padel/","N/A"
"Cristalia Club Padel","","Vía de los Poblados, 3, 28033, Madrid","+34911731932","info@padelcristalia.com","https://padelizados.es/es-es/i/507-cristalia-club-padel/","N/A"
"Centro Deportivo Municipal Francisco Fernández Ochoa","","C. Catorce Olivas, 1, 28054, Madrid","+34915883731","","https://padelizados.es/es-es/i/677-centro-deportivo-municipal-francisco-fernandez-ochoa/","N/A"
"Centro Deportivo Cultural Delicias","","Paseo de las Delicias, 61, 28045, Madrid","+34680647070","info@centrodelicias.org","https://padelizados.es/es-es/i/617-centro-deportivo-cultural-delicias/","N/A"
"Don Bosco Pádel","","Rda. Don Bosco, 3, 28044, Madrid","+34607147653","","https://padelizados.es/es-es/i/1356-don-bosco-padel/","N/A"
"Padel 3 Olivos","","C. de la Cueva de Montesinos, 76, 28034, Madrid","+34917353745","club3olivos@hotmail.com","https://padelizados.es/es-es/i/1341-padel-3-olivos/","N/A"
"Padel Club Teypasport","","Av. de las Piceas, 13, 28043, Madrid","+34654599259","info@teypasport.com","https://padelizados.es/es-es/i/811-padel-club-teypasport/","N/A"
"Padel Pastrana","","Polideportivo, Pl. del Duque de Pastrana, 5, 28036, Madrid","+34673351587","info@padelpastrana.com","https://padelizados.es/es-es/i/800-padel-pastrana/","N/A"
"(ENTRADA PEATONAL) Nexus Padel Villaverde","","P.º Talleres, 1, 28021, Madrid","+34694229926","","https://padelizados.es/es-es/i/893-entrada-peatonal-nexus-padel-villaverde/","N/A"
"Frontón Pirámides","","P.º de las Yeserías, 3-5, 28005, Madrid","","","https://padelizados.es/es-es/i/1478-fronton-piramides/","N/A"
"Davelpadel","","C. Eje 8, 28053, Madrid","+34600714876","","https://padelizados.es/es-es/i/1034-davelpadel/","N/A"
"Escuela de Padel Y Tenis. CD RAQUETAS VILLA DE VALLECAS","","C. de Cordel de Pavones, 100Q, 28032, Madrid","+34645962233","","https://padelizados.es/es-es/i/965-escuela-de-padel-y-tenis--cd-raquetas-villa-de-vallecas/","N/A"
"Homepadelmadrid, Clases De Padel A Domicilio","","C. de Joaquín Lorenzo, 38, 28035, Madrid","+34607641640","info@homepadelmadrid.com","https://padelizados.es/es-es/i/988-homepadelmadrid-clases-de-padel-a-domicilio/","N/A"
"Pistas de pádel Puerta de Hierro","","Ctra. el Pardo a la Playa, Madrid","+34913867358","","https://padelizados.es/es-es/i/1498-pistas-de-padel-puerta-de-hierro/","N/A"
"Tennis Studio Couder","","C. de Torreadrada, 7, 28023, Madrid","+34913070250","info@agpd.es","https://padelizados.es/es-es/i/1551-tennis-studio-couder/","N/A"
"PrivaPadel","","C/ de María de Maeztu, 36, 28049, Madrid","+34611002526","contacto@privapadel.com","https://padelizados.es/es-es/i/1114-privapadel/","N/A"
"Pistas de Pádel CTM","","C. Eje 8, 17, 28053, Madrid","+34600714876","ctm@ctm-madrid.com","https://padelizados.es/es-es/i/1466-pistas-de-padel-ctm/","N/A"
"World Padel Trainers","","C. Moncayo, 3, 28221, Madrid","+34608723085","","https://padelizados.es/es-es/i/1564-world-padel-trainers/","N/A"
"Pistas de pádel Parque de Santander","","Av. de Pablo Iglesias, 6, 28003, Madrid","","","https://padelizados.es/es-es/i/1574-pistas-de-padel-parque-de-santander/","N/A"
"Dx Pádel Carabanchel","","C. de Cazalegas, 28025, Madrid","+34635142961","","https://padelizados.es/es-es/i/1091-dx-padel-carabanchel/","N/A"
"Club de pádel Occidental","","C. de Baeza, 28300, Madrid","+34693366109","padeloccidental@opsgestion.com","https://padelizados.es/es-es/i/1014-club-de-padel-occidental/","N/A"
"Padel Madrid","","C. de Castiello de Jaca, 28050, Madrid","","","https://padelizados.es/es-es/i/1045-padel-madrid/","N/A"
"Pistas de pádel","","Av. de Brasilia, 27, 28028, Madrid","+34611177515","","https://padelizados.es/es-es/i/1590-pistas-de-padel/","N/A"
"Sime Sports: Mantenimiento de piscinas, pistas de padel, gimnasios.","","C. de las Camelias, 14, 28042, Madrid","+34635536031","info@simesports.es","https://padelizados.es/es-es/i/1603-sime-sports-mantenimiento-de-piscinas-pistas-de-padel-gimnasios/","N/A"
"Padel School","","C. de la Riviera, 4, 28030, Madrid","+34659595712","","https://padelizados.es/es-es/i/1053-padel-school/","N/A"
"addpadel","","C. del Monasterio de las Batuecas, 13, 28049, Madrid","+34635549595","info@addpadel.com","https://padelizados.es/es-es/i/1469-addpadel/","N/A"
"Vals Sport Churriana","","C. Maestro Tomás Bretón, 35, 29140, Málaga","+34952622262","","https://padelizados.es/es-es/i/573-vals-sport-churriana/","N/A"
"Escuela mmpadel","","C. de Alfredo Corrochano, 9, 29006, Málaga","+34608459691","","https://padelizados.es/es-es/i/232-escuela-mmpadel/","N/A"
"Finura Padel & Gym","","Pol. Ind. Villarosa, C. Pascal, 20, 29004, Málaga","+34682453827","","https://padelizados.es/es-es/i/170-finura-padel-gym/","N/A"
"Vals Sport Teatinos","","C. Mesonero Romanos, 11, 29010, Málaga","+34952003303","","https://padelizados.es/es-es/i/582-vals-sport-teatinos/","N/A"
"Vals Sport Ave María","","Av de Sor Teresa Prat, 53, 29003, Málaga","+34951464294","","https://padelizados.es/es-es/i/717-vals-sport-ave-maria/","N/A"
"Miraflores Tennis Club","","C. Juliana, 29649, Málaga","+34952932006","miraflorestennisclub@gmail.com","https://padelizados.es/es-es/i/197-miraflores-tennis-club/","N/A"
"Fantasy Padel SL","","C. Caballito de Mar, 10, 29006, Málaga","+34630464503","","https://padelizados.es/es-es/i/150-fantasy-padel-sl/","N/A"
"Club Deportivo León 13","","C. Miguel Sel Gómez de la Cruz, 2, 29018, Málaga","+34951204132","info@clubdeportivoleon13.es","https://padelizados.es/es-es/i/135-club-deportivo-leon-13/","N/A"
"GM Padel","","C. Bodegueros, 42, 29006, Málaga","+34645855777","","https://padelizados.es/es-es/i/976-gm-padel/","N/A"
"Padel Málaga Indoor","","C. de Alfredo Corrochano, 9, 29006, Málaga","+34673283945","","https://padelizados.es/es-es/i/189-padel-malaga-indoor/","N/A"
"NEXXO CLUB - Salud Y Entrenamientos Personalizados.","","C. Bodegueros, 28, 29006, Málaga","+34648024119","","https://padelizados.es/es-es/i/377-nexxo-club-salud-y-entrenamientos-personalizados/","N/A"
"Oxygen Sports Club","","C. de Marie Curie, 26, 32, 29590, Málaga","+34951100909","info@oxygen-sportsclub.com","https://padelizados.es/es-es/i/884-oxygen-sports-club/","N/A"
"Club de pádel Miraflores","","Calle de, C. Francisco Guillón, 11, 29018, Málaga","+34679079160","info@sportmiraflores.com","https://padelizados.es/es-es/i/292-club-de-padel-miraflores/","N/A"
"Hostal y Club de Pádel El Manantial","","Cam. del Orozco, 23, 29190, Málaga","+34660202883","","https://padelizados.es/es-es/i/764-hostal-y-club-de-padel-el-manantial/","N/A"
"Padel 4 La Mirada","","a Campanillas, C. Tr.ª de Maqueda, s/n, 29591, Málaga","+34647847065","","https://padelizados.es/es-es/i/407-padel-4-la-mirada/","N/A"
"Enjoy! San José","","C. Argentea, 13, 29007, Málaga","+34951267585","","https://padelizados.es/es-es/i/1315-enjoy-san-jose/","N/A"
"Campamento de Verano Vals Sport Ave María","","Av de Sor Teresa Prat, 53, 29003, Málaga","+34951464294","recepcionconsul@valssport.com","https://padelizados.es/es-es/i/1295-campamento-de-verano-vals-sport-ave-maria/","N/A"
"MindsetPadel Academy","","C. de Alfredo Corrochano, 9, 29006, Málaga","+34677343993","info@mindsetpadel.com","https://padelizados.es/es-es/i/826-mindsetpadel-academy/","N/A"
"Centro Deportivo Fili Pinos del Limonar","","C. de la Era, 27, 29016, Málaga","+34952600124","atencionalcliente@pinosdellimonar.com","https://padelizados.es/es-es/i/1255-centro-deportivo-fili-pinos-del-limonar/","N/A"
"Inacua Málaga","","C. Marilyn Monroe, 8, 29004, Málaga","+34952000507","","https://padelizados.es/es-es/i/616-inacua-malaga/","N/A"
"Ático Pádel Torremolinos","","Camino club de tenis, 4, 29140, Málaga","+34646274360","","https://padelizados.es/es-es/i/831-atico-padel-torremolinos/","N/A"
"Hilera Pádel Club","","C. Hilera, 18, 29007, Málaga","+34744623683","","https://padelizados.es/es-es/i/1334-hilera-padel-club/","N/A"
"Padel Sport Málaga","","C. Caballito de Mar, 8, 29006, Málaga","+34630464503","","https://padelizados.es/es-es/i/1050-padel-sport-malaga/","N/A"
"Padel Federation Melillense","","P.º de las Conchas, 17, 52006, Melilla","+34952695897","info@padelmelilla.com","https://padelizados.es/es-es/i/828-padel-federation-melillense/","N/A"
"Área de Servicio Agetrans 24h","","Autovia del mediterraneo k609, 30830, Murcia","+34600732036","","https://padelizados.es/es-es/i/963-area-de-servicio-agetrans-24h/","N/A"
"Club Padel Brothers","","Av. Mariano Rojas, 9, 30006, Puente Tocinos","+34661649102","","https://padelizados.es/es-es/i/145-club-padel-brothers/","N/A"
"Atrium Padel","","Av. de Alicante, 241, 30007, Murcia","+34667596872","","https://padelizados.es/es-es/i/132-atrium-padel/","N/A"
"Sport Joven Futura","","C. Escritor Francisco Alemán Sainz, 1, 30100, Murcia","+34631698079","","https://padelizados.es/es-es/i/206-sport-joven-futura/","N/A"
"More Than Padel","","Carril del Cebadero, 6, 30012, Murcia","+34681391637","","https://padelizados.es/es-es/i/255-more-than-padel/","N/A"
"M2 PADEL INDOOR","","Av. José Bautista Frutos, 8, 30100, Murcia","+34685836795","","https://padelizados.es/es-es/i/379-m2-padel-indoor/","N/A"
"Centro Deportivo Verdolay","","Av. del Verdolay, 2, 30150, Murcia","+34868914847","info@cdverdolay.es","https://padelizados.es/es-es/i/393-centro-deportivo-verdolay/","N/A"
"Cobatillas pádel sport","","C. Bolos, 12, 30163, Murcia","+34618348525","cobatillaspadelsport@gmail.com","https://padelizados.es/es-es/i/338-cobatillas-padel-sport/","N/A"
"Club Deportivo Montepinar","","Av. Picos de Europa, 25, 30163, Murcia","+34652402201","","https://padelizados.es/es-es/i/386-club-deportivo-montepinar/","N/A"
"Club de Padel Nueva Flota","","C. Cuatro Caminos, 19, 30007, Fuente Álamo de Murcia","+34656955661","info@clubdepadelnuevaflota.com","https://padelizados.es/es-es/i/420-club-de-padel-nueva-flota/","N/A"
"MOON PADEL INDOOR","","Av. de Era Alta, 21, 30166, Murcia","+34621288635","","https://padelizados.es/es-es/i/1260-moon-padel-indoor/","N/A"
"Montepríncipe Sport Center","","Av. de los Poetas, 30506, Murcia","+34623496777","info@monteprincipesportcenter.com","https://padelizados.es/es-es/i/1345-monteprincipe-sport-center/","N/A"
"Club MontePadel","","C. Cronista Carlos Valcárcel, 30150, Murcia","+34623924998","","https://padelizados.es/es-es/i/821-club-montepadel/","N/A"
"Pádel Norte Espinardo","","C. Monseñor José Manuel Lorca, 37, 30100, Murcia","+34968437445","","https://padelizados.es/es-es/i/825-padel-norte-espinardo/","N/A"
"Del Puerto Padel Club","","Cmo de los Valencianos, 30890, Murcia","+34693063713","","https://padelizados.es/es-es/i/984-del-puerto-padel-club/","N/A"
"Padelprix Ourense","","Rúa 3, 4, 32901, Ourense","+34600493800","info@padelprix.com","https://padelizados.es/es-es/i/266-padelprix-ourense/","N/A"
"Padelprix La Finca","","Rúa Antonio Sequeiros Glez, 5, 32900, Ourense","+34600493800","info@padelprix.com","https://padelizados.es/es-es/i/373-padelprix-la-finca/","N/A"
"P21 Padel Club","","Camiño Coinas Cudeiro, 13, Pol. Ind, 32001, Ourense","+34988374978","","https://padelizados.es/es-es/i/506-p21-padel-club/","N/A"
"M4 Padel Pro","","Rúa 13, 38, 32901, Ourense","+34625411444","","https://padelizados.es/es-es/i/1020-m4-padel-pro/","N/A"
"Club Santo Domingo","","A Derrasa s/n, 32792, O Pereiro de Aguiar","+34988380043","","https://padelizados.es/es-es/i/438-club-santo-domingo/","N/A"
"LEMOS PADEL","","POL. IND, REBOREDO, 25, 27400, Monforte de Lemos","+34982006632","lemospadel@lemospadel.com","https://padelizados.es/es-es/i/827-lemos-padel/","N/A"
"Club Fluvial Monforte","","Rúa do Caneiro, 27400, Monforte de Lemos","+34982401818","","https://padelizados.es/es-es/i/1262-club-fluvial-monforte/","N/A"
"El Soho Pádel","","C. Calderón de la Barca, 2, 14, 33012, Oviedo","+34684639178","","https://padelizados.es/es-es/i/236-el-soho-padel/","N/A"
"Pádel Oviedo","","C. Perez Galdos, 6, 33012, Oviedo","+34690984662","hola@padeloviedo.com","https://padelizados.es/es-es/i/311-padel-oviedo/","N/A"
"Pistas de Tenis y Padel del Parque del Oeste","","Calle Antón Sanchez, s/n, 33013, Oviedo","+34985273721","tenis@oviedo.es","https://padelizados.es/es-es/i/1206-pistas-de-tenis-y-padel-del-parque-del-oeste/","N/A"
"Cover Pádel Olloniego","","Pol. Ind. Olloniego, 50, 33660, Oviedo","+34608379337","info@coverpadel.es","https://padelizados.es/es-es/i/609-cover-padel-olloniego/","N/A"
"Escuela de Pádel Carlos Pozo","","C. Levante, 12, 34004, Palencia","+34613567350","","https://padelizados.es/es-es/i/892-escuela-de-padel-carlos-pozo/","N/A"
"P90 Sport Center","","C. Vizcaya, 2, 34004, Palencia","+34608410444","p90@hotmail.es","https://padelizados.es/es-es/i/664-p90-sport-center/","N/A"
"Padel Blue","","C. Levante, 12, 34004, Palencia","+34608410444","p90@hotmail.es","https://padelizados.es/es-es/i/862-padel-blue/","N/A"
"TODOPADEL","","Pol. Ind., 264, 34200, Venta de Baños","+34979770092","p90@hotmail.es","https://padelizados.es/es-es/i/680-todopadel/","N/A"
"Palma Racket Club","","Carrer de Galícia, 7, 07013, Palma de Mallorca","+34971736319","info@palmaracketclub.es","https://padelizados.es/es-es/i/105-palma-racket-club/","N/A"
"Pins Pàdel Club","","Calle Lluis Ferbal, 7, 07014, Palma de Mallorca","+34971450574","info@pinspadelclub.es","https://padelizados.es/es-es/i/121-pins-padel-club/","N/A"
"Freedom Wellness Club","","Carrer Gerani, 21, 07141, Palma de Mallorca","+34971008008","info@grupofreedom.es","https://padelizados.es/es-es/i/714-freedom-wellness-club/","N/A"
"Palma Padel","","Carrer de Castellà la Manxa, 6, 07013, Palma de Mallorca","+34971254730","info@palmapadel.es","https://padelizados.es/es-es/i/735-palma-padel/","N/A"
"Udyr Sport","","Carrer de Son Bessó, 15, 07120, Palma de Mallorca","+34637593691","udyrsport@gmail.com","https://padelizados.es/es-es/i/118-udyr-sport/","N/A"
"CampusEsport","","Carr. de Valldemossa, km 7, 5, 07120, Palma de Mallorca","+34971172554","dpo@fueib.org","https://padelizados.es/es-es/i/711-campusesport/","N/A"
"Padel Factory Son Castelló","","Carrer Gremi Teixidors, 3, 07009, Palma de Mallorca","+34971432305","carlos@padelfactory.es","https://padelizados.es/es-es/i/168-padel-factory-son-castello/","N/A"
"Padel Club Mallorca","","Carrer George Sand, 4, 07007, Palma de Mallorca","+34669599012","","https://padelizados.es/es-es/i/383-padel-club-mallorca/","N/A"
"Tenis y Pádel Son Rigo","","Carrer de la Mar del Japó, 2, 07610, Palma de Mallorca","+34670655346","","https://padelizados.es/es-es/i/1207-tenis-y-padel-son-rigo/","N/A"
"DUIN Portitxol","","Carrer Cuba, 7, 07006, Palma de Mallorca","+34971270210","info@duinclub.com","https://padelizados.es/es-es/i/684-duin-portitxol/","N/A"
"Carol Rojas clases particulares de pádel y tenis","","Carrer de Son Bessó, 15, 07120, Palma de Mallorca","+34649135334","","https://padelizados.es/es-es/i/815-carol-rojas-clases-particulares-de-padel-y-tenis/","N/A"
"Poliesportiu La Salle Palma","","Camí de Son Rapinya, 29, 07013, Palma de Mallorca","+34971606382","","https://padelizados.es/es-es/i/1195-poliesportiu-la-salle-palma/","N/A"
"Pádel Portitxol - Club de Pádel","","Carrer Cuba, 9, 07006, Palma de Mallorca","+34682051303","info@padelportitxol.com","https://padelizados.es/es-es/i/522-padel-portitxol-club-de-padel/","N/A"
"Mallorca Padel Indoor","","Carrer Gremi Velluters, 19, 07009, Palma de Mallorca","+34971678900","","https://padelizados.es/es-es/i/585-mallorca-padel-indoor/","N/A"
"Padel Sa Cabana","","Carrer de sa Sol·lera, 2, 07141, Palma de Mallorca","+34971794166","","https://padelizados.es/es-es/i/413-padel-sa-cabana/","N/A"
"Padelmon Palmanyola Sa Font Seca","","Carrer Puig de Galatzo, 07193, Palma de Mallorca","+34666369952","","https://padelizados.es/es-es/i/504-padelmon-palmanyola-sa-font-seca/","N/A"
"Padel Indoor La Porciúncula","","Camí del Palmer, 16, 07600, Palma de Mallorca","+34722634271","","https://padelizados.es/es-es/i/960-padel-indoor-la-porciuncula/","N/A"
"PÀDEL CLUB U36","","Carrer d'Andalusia, 07013, Palma de Mallorca","+34695543659","padelclubu36@hotmail.com","https://padelizados.es/es-es/i/513-padel-club-u36/","N/A"
"Fit Point | Pádel","","Polígono de, Son Morro, Carrer Son Morro, 10, 07007, Palma de Mallorca","+34971127520","padel@fitpoint.es","https://padelizados.es/es-es/i/526-fit-point-padel/","N/A"
"Carol Foresti Pádel Trainer","","Avinguda de Joan Miró, 138, 07015, Palma de Mallorca","+34633877266","carolforesti@gmail.com","https://padelizados.es/es-es/i/1437-carol-foresti-padel-trainer/","N/A"
"Césped artificial Baleares","","Camí de Muntanya, 7, 07141, Palma de Mallorca","+34648547343","info@cespedartificialbaleares.es","https://padelizados.es/es-es/i/1442-cesped-artificial-baleares/","N/A"
"TM Tenis y Padel Palma","","Carrer de Bartomeu Xamena, s/n, 07610, Palma de Mallorca","+34605492649","20info@tmtenisypadelpalma.es","https://padelizados.es/es-es/i/993-tm-tenis-y-padel-palma/","N/A"
"Padel La Salle","","Camí de Son Rapinya, 29, 07013, Palma de Mallorca","+34658883610","","https://padelizados.es/es-es/i/836-padel-la-salle/","N/A"
"Pàdel Son Valentí","","Carrer de la Maquinària, 13, 07011, Palma de Mallorca","+34699636875","","https://padelizados.es/es-es/i/779-padel-son-valenti/","N/A"
"tenis y padel palmanyola","","Avinguda de les Dàlies, 35, 07193, Palma de Mallorca","+34971617999","","https://padelizados.es/es-es/i/833-tenis-y-padel-palmanyola/","N/A"
